auroc,auprc,accuracy,precision,recall,f1,threshold,pred_pos,domain_pos_rate_gap,domain_pos_rate_min,domain_pos_rate_max
0.9925941708890909,0.9963917292527358,0.9672981056829512,0.9713581767785648,0.977984496124031,0.9746600741656366,0.31,3247,0.9260291888614612,0.05195530726256983,0.977984496124031
0.9925941708890909,0.9963917292527358,0.9684945164506481,0.9731564331996297,0.977984496124031,0.9755644911846583,0.32,3241,0.9293811441687237,0.04860335195530726,0.977984496124031
0.9925941708890909,0.9963917292527358,0.9686939182452642,0.9737492279184682,0.9776744186046512,0.9757078755995667,0.33,3238,0.9301883850850982,0.04748603351955307,0.9776744186046512
0.9925941708890909,0.9963917292527358,0.9684945164506481,0.9737411183194316,0.9773643410852714,0.9755493655215104,0.34,3237,0.9298783075657183,0.04748603351955307,0.9773643410852714
0.9925941708890909,0.9963917292527358,0.9686939182452642,0.9740420271940667,0.9773643410852714,0.9757003559820461,0.35000000000000003,3236,0.9304369667835954,0.04692737430167598,0.9773643410852714
0.9925941708890909,0.9963917292527358,0.9680957128614157,0.9743113587124729,0.9761240310077519,0.9752168525402726,0.36,3231,0.929755315923953,0.04636871508379888,0.9761240310077519
0.9925941708890909,0.9963917292527358,0.9674975074775674,0.9742874845105328,0.9751937984496124,0.9747404308073764,0.37,3228,0.9288250833658135,0.04636871508379888,0.9751937984496124
0.9925941708890909,0.9963917292527358,0.9672981056829512,0.9742795165788658,0.9748837209302326,0.9745815251084935,0.38,3227,0.9285150058464336,0.04636871508379888,0.9748837209302326
0.9925941708890909,0.9963917292527358,0.9672981056829512,0.9742795165788658,0.9748837209302326,0.9745815251084935,0.39,3227,0.9285150058464336,0.04636871508379888,0.9748837209302326
0.9925941708890909,0.9963917292527358,0.9666999002991027,0.9745499689633768,0.9736434108527132,0.9740964789824724,0.4,3222,0.9278333549867914,0.04581005586592179,0.9736434108527132
0.9925941708890909,0.9963917292527358,0.967098703888335,0.9751552795031055,0.9736434108527132,0.9743987587276959,0.41000000000000003,3220,0.9289506734225457,0.0446927374301676,0.9736434108527132
0.9925941708890909,0.9963917292527358,0.9665004985044865,0.9757236227824463,0.9720930232558139,0.9739049394221808,0.42,3213,0.9285176042614005,0.04357541899441341,0.9720930232558139
0.9925941708890909,0.9963917292527358,0.9665004985044865,0.9763166095356809,0.9714728682170543,0.9738887161952129,0.43,3209,0.9290147676583951,0.042458100558659215,0.9714728682170543
0.9925941708890909,0.9963917292527358,0.9659022931206381,0.9780839073262367,0.9686821705426356,0.9733603365010126,0.44,3194,0.929576025291239,0.03910614525139665,0.9686821705426356
0.9925941708890909,0.9963917292527358,0.9659022931206381,0.9783834586466166,0.9683720930232558,0.9733520336605891,0.45,3192,0.9298246069897362,0.038547486033519554,0.9683720930232558
0.9925941708890909,0.9963917292527358,0.9657028913260219,0.9783766844249452,0.9680620155038759,0.9731920199501247,0.46,3191,0.9295145294703564,0.038547486033519554,0.9680620155038759
0.9925941708890909,0.9963917292527358,0.9653040877367897,0.9792648444863337,0.9665116279069768,0.9728464419475655,0.47000000000000003,3183,0.9296401195270885,0.03687150837988827,0.9665116279069768
0.9925941708890909,0.9963917292527358,0.9653040877367897,0.9795661741590694,0.9662015503875969,0.9728379644083671,0.48,3181,0.9298887012255858,0.036312849162011177,0.9662015503875969
0.9925941708890909,0.9963917292527358,0.9653040877367897,0.9798678829820698,0.9658914728682171,0.9728294815740163,0.49,3179,0.930137282924083,0.035754189944134075,0.9658914728682171
0.9925941708890909,0.9963917292527358,0.964506480558325,0.9801449732114718,0.9643410852713178,0.9721788058768365,0.5,3173,0.9291455545450608,0.03519553072625698,0.9643410852713178
0.9925941708890909,0.9963917292527358,0.9643070787637089,0.9807449494949495,0.9634108527131783,0.9720006256843422,0.51,3168,0.9293326404226755,0.03407821229050279,0.9634108527131783
0.9925941708890909,0.9963917292527358,0.963110667996012,0.9810126582278481,0.9612403100775194,0.971025841816758,0.52,3160,0.9277207570048938,0.0335195530726257,0.9612403100775194
0.9925941708890909,0.9963917292527358,0.9615154536390828,0.9815756035578145,0.958139534883721,0.9697159893299859,0.53,3148,0.9257373002468494,0.03240223463687151,0.958139534883721
0.9925941708890909,0.9963917292527358,0.9611166500498505,0.982484076433121,0.9565891472868217,0.969363707776905,0.54,3140,0.9258628903035814,0.030726256983240222,0.9565891472868217
0.9925941708890909,0.9963917292527358,0.9607178464606182,0.985567671584349,0.9528682170542636,0.9689421409427715,0.55,3118,0.9277285522497943,0.025139664804469275,0.9528682170542636
0.9925941708890909,0.9963917292527358,0.959122632103689,0.986782720825274,0.9491472868217055,0.9675991781254939,0.56,3102,0.9262422588887446,0.022905027932960894,0.9491472868217055
0.9925941708890909,0.9963917292527358,0.9577268195413758,0.9889646218760143,0.9448062015503876,0.9663812242308912,0.5700000000000001,3081,0.9258117881425664,0.01899441340782123,0.9448062015503876
0.9925941708890909,0.9963917292527358,0.9569292123629113,0.9902248289345064,0.9423255813953488,0.9656816015252622,0.58,3069,0.925565804859036,0.01675977653631285,0.9423255813953488
0.9925941708890909,0.9963917292527358,0.9553339980059821,0.9911620294599018,0.9389147286821705,0.9643312101910828,0.59,3055,0.923830929799489,0.015083798882681564,0.9389147286821705
0.9925941708890909,0.9963917292527358,0.9553339980059821,0.9914837864395677,0.9386046511627907,0.9643198470850589,0.6,3053,0.9240795114979862,0.01452513966480447,0.9386046511627907
0.9925941708890909,0.9963917292527358,0.9549351944167498,0.9924466338259442,0.9370542635658915,0.9639553429027113,0.61,3045,0.9242051015547184,0.012849162011173185,0.9370542635658915
0.9925941708890909,0.9963917292527358,0.9517447657028913,0.9930578512396694,0.9314728682170542,0.96128,0.62,3025,0.9197410246416352,0.011731843575418994,0.9314728682170542
0.9925941708890909,0.9963917292527358,0.9479561316051844,0.9953208556149733,0.9234108527131782,0.9580183368184012,0.63,2992,0.9155896236628989,0.00782122905027933,0.9234108527131782
0.9925941708890909,0.9963917292527358,0.9427716849451645,0.9962837837837838,0.9144186046511628,0.9535974130962005,0.64,2960,0.9082733532545147,0.006145251396648044,0.9144186046511628
0.9925941708890909,0.9963917292527358,0.9427716849451645,0.9962837837837838,0.9144186046511628,0.9535974130962005,0.65,2960,0.9082733532545147,0.006145251396648044,0.9144186046511628
0.9925941708890909,0.9963917292527358,0.9339980059820538,1.0,0.8973643410852713,0.9459061938225201,0.66,2894,0.8973643410852713,0.0,0.8973643410852713
0.9925941708890909,0.9963917292527358,0.9339980059820538,1.0,0.8973643410852713,0.9459061938225201,0.67,2894,0.8973643410852713,0.0,0.8973643410852713
0.9925941708890909,0.9963917292527358,0.9339980059820538,1.0,0.8973643410852713,0.9459061938225201,0.68,2894,0.8973643410852713,0.0,0.8973643410852713
0.9925941708890909,0.9963917292527358,0.9339980059820538,1.0,0.8973643410852713,0.9459061938225201,0.6900000000000001,2894,0.8973643410852713,0.0,0.8973643410852713
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.7000000000000001,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.71,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.72,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.73,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.74,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.75,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.76,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.77,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.78,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.79,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.8,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.81,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.8200000000000001,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.8300000000000001,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.84,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.85,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.86,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.87,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.88,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.89,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.9,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.91,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.92,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.93,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.9400000000000001,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.9500000000000001,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.96,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.97,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.98,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,0.99,0,0.0,0.0,0.0
0.9925941708890909,0.9963917292527358,0.35692921236291125,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0
