prob_pred,prob_true
0.019496587649461945,0.01948270070540813
0.138791969947505,0.07042253521126761
0.2349309392944863,0.11627906976744186
0.3477265872546942,0.23809523809523808
0.4404351525706923,0.1
0.5584084136716996,0.25
0.6516861626806879,0.6363636363636364
0.7608475986308799,0.7619047619047619
0.8576298649731342,0.9882352941176471
0.9921982103800192,1.0
