prob_pred,prob_true
0.023969406485571543,0.024489795918367346
0.28571428571428564,0.3333333333333333
0.3030013855537639,0.0
0.7699230229272891,0.75
0.8769886363636359,0.8125
0.9997782847674407,0.997289972899729
