group,n,accuracy,precision,recall,f1,auroc,auprc
Female,1948,0.9779260780287474,0.9692307692307692,0.8780487804878049,0.9213893967093236,0.9642107206313312,0.9292557769488283
Male,1664,0.9705528846153846,0.9685534591194969,0.7777777777777778,0.8627450980392157,0.9518755081510879,0.894024517197457
Unknown,3,1.0,1.0,1.0,1.0,,1.0
