model,fold,fold,auroc,auroc,auprc,auprc,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
logreg,3.0,1.5811388300841898,0.8971089384950665,0.008599029614010722,0.7662636960876398,0.016139832946151244,0.867197684821234,0.004349905790365825,0.5052800641949051,0.011392812345918098,0.7189882659713168,0.0223977229785773,0.5934377903532735,0.014632556219418237
mlp,3.0,1.5811388300841898,0.9615213950495096,0.00787618127141178,0.9158922153703131,0.013734753312543013,0.9739375346032604,0.0028442750976027634,0.9743511949354842,0.0054857907278836535,0.8285580182529335,0.022091893465128732,0.8954175499709764,0.01272976477887048
